Store,IsHoliday,Dept,Weekly_Sales,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Unemployment,Type,Size,Year,Week,Next week,Next week predictions
42,0,1,8636.25,2.91,2655.21,77.86,0.0,649.61,7.545,1,39690,2012,1,9949.19,10649.595300000004
42,0,1,9949.19,1251.87,2536.15,21.1,0.0,515.26,7.545,1,39690,2012,2,9825.61,11464.897100000004
42,0,1,9825.61,604.05,1982.9,0.0,0.0,343.93,7.545,1,39690,2012,3,9357.2,11503.973000000004
42,0,1,9357.2,2.4,539.32,0.0,0.0,816.91,7.545,1,39690,2012,4,9810.83,11666.237200000001
42,0,1,9810.83,1351.16,17.81,15.97,263.92,1415.88,7.545,1,39690,2012,5,11602.44,11503.650000000001
42,1,1,11602.44,992.73,13.93,25.7,0.0,1700.95,7.545,1,39690,2012,6,17174.63,13080.043099999994
42,0,1,17174.63,66.87,736.8,3.94,0.0,996.28,7.545,1,39690,2012,7,9474.35,10914.689800000011
42,0,1,9474.35,353.39,232.44,0.0,0.0,1644.66,7.545,1,39690,2012,8,10021.73,10725.266900000002
42,0,1,10021.73,441.4,10.78,1.96,0.0,1511.43,7.545,1,39690,2012,9,10586.43,10536.152900000008
42,0,1,10586.43,392.63,1.0,3.43,2.8,798.38,7.545,1,39690,2012,10,11742.96,11421.060100000008
42,0,1,11742.96,438.48,1.5,2.35,0.0,2251.09,7.545,1,39690,2012,11,10930.72,11773.0895
42,0,1,10930.72,2.43,0.0,0.68,0.0,796.25,7.545,1,39690,2012,12,10748.33,12973.186699999995
42,0,1,10748.33,341.0,1.5,0.0,21.94,1431.13,7.545,1,39690,2012,13,17119.9,13530.592699999994
42,0,1,17119.9,2.12,0.0,34.23,0.0,250.62,7.382,1,39690,2012,14,14916.18,10870.545200000011
42,0,1,14916.18,146.91,848.67,14.51,0.0,1191.9,7.382,1,39690,2012,15,9012.02,14558.5628
42,0,1,9012.02,82.23,169.55,16.1,0.0,642.71,7.382,1,39690,2012,16,8863.82,9782.626700000004
42,0,1,8863.82,685.44,0.0,12.09,0.0,512.76,7.382,1,39690,2012,17,9582.88,9668.216100000005
42,0,1,9582.88,163.43,0.0,18.34,0.0,935.36,7.382,1,39690,2012,18,9388.38,10359.529600000009
42,0,1,9388.38,312.29,0.0,4.0,0.0,1445.4,7.382,1,39690,2012,19,9548.24,10235.554600000005
42,0,1,9548.24,354.41,0.0,0.0,0.0,1393.17,7.382,1,39690,2012,20,8276.28,10161.504400000007
42,0,1,8276.28,63.93,0.0,0.9,0.0,1169.65,7.382,1,39690,2012,21,8240.88,9162.938200000002
42,0,1,8240.88,609.75,0.0,1.1,43.67,726.34,7.382,1,39690,2012,22,8925.04,9227.4467
42,0,1,8925.04,349.94,0.0,16.64,0.0,1272.21,7.382,1,39690,2012,23,9531.67,9404.317300000013
42,0,1,9531.67,499.78,0.0,2.17,0.0,1187.29,7.382,1,39690,2012,24,8999.69,10005.496500000003
42,0,1,8999.69,44.66,0.0,0.0,0.0,1338.53,7.382,1,39690,2012,25,8875.43,9442.218000000008
42,0,1,8875.43,755.44,0.0,0.0,0.0,1062.46,7.382,1,39690,2012,26,9046.56,9356.230300000014
42,0,1,9046.56,156.49,0.0,9.43,0.0,876.53,7.17,1,39690,2012,27,9397.43,9452.345300000004
42,0,1,9397.43,769.08,0.0,2.36,0.0,2678.63,7.17,1,39690,2012,28,8900.5,9890.613200000005
42,0,1,8900.5,200.92,0.0,4.48,0.0,1026.11,7.17,1,39690,2012,29,8940.9,9290.255000000006
42,0,1,8940.9,24.48,0.0,0.0,0.0,1660.33,7.17,1,39690,2012,30,9069.18,9289.042100000002
42,0,1,9069.18,0.0,0.0,5.97,0.0,628.99,7.17,1,39690,2012,31,8125.56,9246.037400000003
42,0,1,8125.56,69.32,0.0,18.08,0.0,353.19,7.17,1,39690,2012,32,9131.04,8721.131099999995
42,0,1,9131.04,246.98,0.0,24.22,13.23,3098.22,7.17,1,39690,2012,33,8481.45,9080.007700000002
42,0,1,8481.45,548.62,0.0,54.43,57.18,2628.1,7.17,1,39690,2012,34,8747.73,9203.933899999996
42,0,1,8747.73,285.66,0.0,18.65,141.64,906.18,7.17,1,39690,2012,35,9964.65,9140.602899999996
42,1,1,9964.65,341.05,0.0,220.6,72.7,1629.72,7.17,1,39690,2012,36,10441.14,10289.294300000007
42,0,1,10441.14,745.27,0.0,46.65,0.0,945.84,7.17,1,39690,2012,37,9967.54,11288.996200000001
42,0,1,9967.54,0.0,0.0,0.0,0.0,164.08,7.17,1,39690,2012,38,10427.25,10497.763400000005
42,0,1,10427.25,123.87,0.0,0.0,0.0,548.02,7.17,1,39690,2012,39,10940.89,11786.401100000001
42,0,1,10940.89,479.07,0.0,6.0,10.64,2565.13,6.943,1,39690,2012,40,12051.35,12019.271799999993
42,0,1,12051.35,49.38,0.0,10.87,0.0,970.72,6.943,1,39690,2012,41,11195.14,12926.16609999999
42,0,1,11195.14,56.03,0.0,8.69,0.0,455.38,6.943,1,39690,2012,42,13237.19,12848.40259999999
