Store,IsHoliday,Dept,Weekly_Sales,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Unemployment,Type,Size,Year,Week,Next week,Next week predictions
42,0,10,275.34,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,1,378.58,377.47410000000025
42,0,10,378.58,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,2,396.96,373.80360000000024
42,0,10,396.96,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,3,350.4,362.8968000000002
42,0,10,350.4,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,4,629.56,356.3364000000001
42,0,10,629.56,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,5,482.47,419.22150000000033
42,1,10,482.47,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,6,388.83,435.8058000000004
42,0,10,388.83,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,7,318.03,365.9988000000002
42,0,10,318.03,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,8,419.96,402.74160000000023
42,0,10,419.96,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,9,431.54,374.9561000000001
42,0,10,431.54,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,10,397.65,372.5076000000001
42,0,10,397.65,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,11,365.08,336.29510000000005
42,0,10,365.08,0.0,0.0,0.0,0.0,0.0,8.744,1,39690,2011,12,416.95,324.4030999999999
42,0,10,416.95,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,13,427.39,369.7859000000001
42,0,10,427.39,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,14,334.92,376.24229999999994
42,0,10,334.92,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,15,360.81,353.3939000000001
42,0,10,360.81,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,16,445.64,339.1401
42,0,10,445.64,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,17,379.98,381.04440000000017
42,0,10,379.98,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,18,352.63,354.16850000000034
42,0,10,352.63,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,19,296.06,330.0261000000002
42,0,10,296.06,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,20,438.63,387.5367000000001
42,0,10,438.63,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,21,416.89,381.06770000000034
42,0,10,416.89,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,22,370.71,368.1213000000002
42,0,10,370.71,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,23,444.33,343.13980000000026
42,0,10,444.33,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,24,431.61,365.5315000000001
42,0,10,431.61,0.0,0.0,0.0,0.0,0.0,8.494,1,39690,2011,25,427.63,367.2141000000002
42,0,10,427.63,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,26,384.28,365.2273000000002
42,0,10,384.28,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,27,399.72,350.8858000000001
42,0,10,399.72,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,28,269.42,323.12459999999993
42,0,10,269.42,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,29,327.21,344.59120000000024
42,0,10,327.21,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,30,401.61,400.8010999999999
42,0,10,401.61,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,31,456.38,331.819
42,0,10,456.38,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,32,410.59,344.3922
42,0,10,410.59,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,33,311.36,350.2028000000001
42,0,10,311.36,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,34,523.97,379.8313000000003
42,0,10,523.97,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,35,403.45,414.7473999999999
42,1,10,403.45,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,36,347.48,363.5003000000002
42,0,10,347.48,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,37,408.22,371.52410000000026
42,0,10,408.22,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,38,479.01,376.0567000000002
42,0,10,479.01,0.0,0.0,0.0,0.0,0.0,8.257,1,39690,2011,39,425.6,385.98330000000016
42,0,10,425.6,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,40,451.53,342.08520000000027
42,0,10,451.53,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,41,506.76,345.2690000000003
42,0,10,506.76,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,42,389.12,411.45910000000003
42,0,10,389.12,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,43,407.88,365.1770999999998
42,0,10,407.88,0.0,0.0,0.0,0.0,0.0,7.874,1,39690,2011,44,444.99,345.58639999999986
42,0,10,444.99,25.73,274.85,14.74,0.0,2885.55,7.874,1,39690,2011,45,350.21,345.9081
42,0,10,350.21,2544.26,12.31,2.02,0.0,3385.15,7.874,1,39690,2011,46,338.36,361.46260000000007
42,1,10,338.36,25.8,0.0,4.7,0.0,1932.72,7.874,1,39690,2011,47,404.88,371.58
42,0,10,404.88,24.09,0.0,4.7,0.0,1016.84,7.874,1,39690,2011,48,627.63,336.73559999999975
42,0,10,627.63,31.2,0.0,21.31,0.0,1872.37,7.874,1,39690,2011,49,315.47,409.6265000000001
42,0,10,315.47,2.42,0.0,31.33,0.0,675.78,7.874,1,39690,2011,50,494.4,368.25059999999996
42,0,10,494.4,103.5,0.0,19.63,0.0,939.49,7.874,1,39690,2011,51,443.99,405.68050000000005
42,1,10,443.99,242.41,1447.26,3.64,183.96,459.06,7.874,1,39690,2011,52,344.11,342.35750000000013
